 ,Date,Count,Count_Filtered,Site,Tow,Salinity,Temperature,BioVol,Volume_Filtered,BioVol_Filtered,
Eggs,7/2/2024,2272,0.002157677886,Ram,700,30.97,12.73,10,1052983.865,0.000009496821682,
Fish_eggs,7/2/2024,6200,0.005888029443,Ram,700,30.97,12.73,10,1052983.865,0.000009496821682,
Bivalve_veliger,7/2/2024,0,0,Ram,700,30.97,12.73,10,1052983.865,0.000009496821682,
Gammarus_sp,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Hyperia_galba,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Acartia_sp,7/9/2024,12,0.000009333054352,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Calanus_sp,7/9/2024,12,0.000009333054352,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Centropages_hamatus,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Centropages_sp,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Centropages_typicus,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Copepod_nauplii,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Tigriopus_sp,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Labidocera_sp,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Oithona_sp,7/9/2024,4,0.000003111018117,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Paracalanus_sp,7/9/2024,12,0.000009333054352,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Evadne_nordmanni,7/9/2024,92,0.0000715534167,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Podon_polyphemoides,7/9/2024,16,0.00001244407247,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Beroe_cucumis,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Ctenophore_fragments,7/9/2024,4,0.000003111018117,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Mnemiopsis leidyi,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Anapagurus hyndmanni,7/9/2024,4,0.000003111018117,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Callianassa sp,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Carcinus_meanas,7/9/2024,324,0.0002519924675,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Crangon_crangon,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Crangonid_larvae,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Hippolytid_larvae,7/9/2024,4,0.000003111018117,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Homarus_americanus,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Unidentified_decapod_larvae,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Unidentified_fish_larvae,7/9/2024,28,0.00002177712682,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Paralicntnys_dentatus,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Eutima_gracilis,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Leukartiara_sp,7/9/2024,4,0.000003111018117,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Obelia_sp,7/9/2024,48,0.00003733221741,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Sarsia_tubulosa,7/9/2024,4,0.000003111018117,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Rathkea_sp,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Barnacle_larvae,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Bivalve_larvae,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Eggs,7/9/2024,104,0.00008088647105,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Fish_eggs,7/9/2024,1080,0.0008399748917,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Bivalve_veliger,7/9/2024,0,0,Ram,700,30.7,14.3,1,1285752.718,0.0000007777545293,
Gammarus_sp,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Hyperia_galba,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Acartia_sp,7/16/2024,8,0.000009254901845,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Calanus_sp,7/16/2024,16,0.00001850980369,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Centropages_hamatus,7/16/2024,8,0.000009254901845,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Centropages_sp,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Centropages_typicus,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Copepod_nauplii,7/16/2024,4,0.000004627450922,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Tigriopus_sp,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Labidocera_sp,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Oithona_sp,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Paracalanus_sp,7/16/2024,12,0.00001388235277,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Evadne_nordmanni,7/16/2024,24,0.00002776470553,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Podon_polyphemoides,7/16/2024,12,0.00001388235277,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Beroe_cucumis,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Ctenophore_fragments,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Mnemiopsis leidyi,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Anapagurus hyndmanni,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Callianassa sp,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Carcinus_meanas,7/16/2024,12,0.00001388235277,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Crangon_crangon,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Crangonid_larvae,7/16/2024,4,0.000004627450922,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Hippolytid_larvae,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Homarus_americanus,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Unidentified_decapod_larvae,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Unidentified_fish_larvae,7/16/2024,24,0.00002776470553,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Paralicntnys_dentatus,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Eutima_gracilis,7/16/2024,4,0.000004627450922,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Leukartiara_sp,7/16/2024,8,0.000009254901845,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Obelia_sp,7/16/2024,76,0.00008792156752,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Sarsia_tubulosa,7/16/2024,4,0.000004627450922,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Rathkea_sp,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Barnacle_larvae,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Bivalve_larvae,7/16/2024,4,0.000004627450922,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Eggs,7/16/2024,340,0.0003933333284,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Fish_eggs,7/16/2024,1884,0.002179529384,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Bivalve_veliger,7/16/2024,0,0,Ram,700,31.16,11.1,3,864406.7905,0.000003470588192,
Gammarus_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Hyperia_galba,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Semibalanus_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Acartia_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Calanus_sp,5/22/2024,15,0.000147467502,Ram,200,29.73,8.75,NA,101717.3262,NA,
Caligus_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Centropages_hamatus,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Centropages_sp,5/22/2024,261,0.002565934534,Ram,200,29.73,8.75,NA,101717.3262,NA,
Centropages_typicus,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Copepod_nauplii,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Tigriopus_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Labidocera_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Longipedia_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Oithona_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Paracalanus_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Psuedocalanus_sp,5/22/2024,24,0.0002359480031,Ram,200,29.73,8.75,NA,101717.3262,NA,
Temora_longicornis,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Evadne_nordmanni,5/22/2024,385,0.003784999217,Ram,200,29.73,8.75,NA,101717.3262,NA,
Podon_polyphemoides,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Beroe_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Ctenophore_fragments,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Mnemiopsis_leidyi,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Anapagurus_hyndmanni,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Callianassa_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Carcinus_meanas,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Crangon_crangon,5/22/2024,7,0.00006881816758,Ram,200,29.73,8.75,NA,101717.3262,NA,
Crangonid_larvae,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Hippolytid_larvae,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Homarus_americanus,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Philocheras_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Unidentified_decapod_larvae,5/22/2024,197,0.001936739859,Ram,200,29.73,8.75,NA,101717.3262,NA,
Unidentified_fish_larvae,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Paralicntnys_dentatus,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Eutima_gracilis,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Obelia_sp,5/22/2024,4,0.00003932466719,Ram,200,29.73,8.75,NA,101717.3262,NA,
Sarsia_tubulosa,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Rathkea_sp,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Barnacle_larvae,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Bivalve_larvae,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Eggs,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Fish_eggs,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Gastropod_larvae,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Bivalve_veliger,5/22/2024,0,0,Ram,200,29.73,8.75,NA,101717.3262,NA,
Gammarus_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Hyperia_galba,5/29/2024,9,0.00008347807001,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Semibalanus_sp,5/29/2024,2,0.00001855068222,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Acartia_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Calanus_sp,5/29/2024,3,0.00002782602334,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Caligus_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Centropages_hamatus,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Centropages_sp,5/29/2024,1,0.000009275341112,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Centropages_typicus,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Copepod_nauplii,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Tigriopus_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Labidocera_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Longipedia_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Oithona_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Paracalanus_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Psuedocalanus_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Temora_longicornis,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Evadne_nordmanni,5/29/2024,12,0.0001113040933,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Podon_polyphemoides,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Beroe_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Ctenophore_fragments,5/29/2024,40,0.0003710136445,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Mnemiopsis_leidyi,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Anapagurus_hyndmanni,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Callianassa_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Carcinus_meanas,5/29/2024,1,0.000009275341112,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Crangon_crangon,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Crangonid_larvae,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Hippolytid_larvae,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Homarus_americanus,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Philocheras_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Unidentified_decapod_larvae,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Unidentified_fish_larvae,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Paralicntnys_dentatus,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Eutima_gracilis,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Obelia_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Sarsia_tubulosa,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Rathkea_sp,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Barnacle_larvae,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Bivalve_larvae,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Eggs,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Fish_eggs,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Gastropod_larvae,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Bivalve_veliger,5/29/2024,0,0,Ram,200,29.98,10.24,0.1,107812.7465,0.0000009275341112,
Gammarus_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Hyperia_galba,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Semibalanus_sp,6/4/2024,496,0.0060275976,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Acartia_sp,6/4/2024,144,0.00174994769,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Calanus_sp,6/4/2024,176,0.002138824955,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Caligus_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Centropages_hamatus,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Centropages_sp,6/4/2024,1296,0.01574952921,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Centropages_typicus,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Copepod_nauplii,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Tigriopus_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Labidocera_sp,6/4/2024,16,0.0001944386323,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Longipedia_sp,6/4/2024,16,0.0001944386323,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Oithona_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Paracalanus_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Psuedocalanus_sp,6/4/2024,184,0.002236044271,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Temora_longicornis,6/4/2024,104,0.00126385111,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Evadne_nordmanni,6/4/2024,3136,0.03810997192,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Podon_polyphemoides,6/4/2024,568,0.006902571445,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Beroe_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Ctenophore_fragments,6/4/2024,248,0.0030137988,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Mnemiopsis_leidyi,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Anapagurus_hyndmanni,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Callianassa_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Carcinus_meanas,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Crangon_crangon,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Crangonid_larvae,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Hippolytid_larvae,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Homarus_americanus,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Philocheras_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Unidentified_decapod_larvae,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Unidentified_fish_larvae,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Paralicntnys_dentatus,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Eutima_gracilis,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Obelia_sp,6/4/2024,104,0.00126385111,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Sarsia_tubulosa,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Rathkea_sp,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Barnacle_larvae,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Bivalve_larvae,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Eggs,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Fish_eggs,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Gastropod_larvae,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Bivalve_veliger,6/4/2024,0,0,Ram,200,29.95,11.62,1.6,82288.17398,0.00001944386323,
Gammarus_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Hyperia_galba,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Semibalanus_sp,6/13/2024,1216,0.011379339,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Acartia_sp,6/13/2024,7360,0.06887494656,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Calanus_sp,6/13/2024,256,0.002395650315,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Caligus_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Centropages_hamatus,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Centropages_sp,6/13/2024,61376,0.574357163,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Centropages_typicus,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Copepod_nauplii,6/13/2024,7296,0.06827603398,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Tigriopus_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Labidocera_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Longipedia_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Oithona_sp,6/13/2024,1344,0.01257716415,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Paracalanus_sp,6/13/2024,832,0.007785863524,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Psuedocalanus_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Temora_longicornis,6/13/2024,58240,0.5450104467,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Evadne_nordmanni,6/13/2024,14720,0.1377498931,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Podon_polyphemoides,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Beroe_sp,6/13/2024,960,0.008983688681,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Ctenophore_fragments,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Mnemiopsis_leidyi,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Anapagurus_hyndmanni,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Callianassa_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Carcinus_meanas,6/13/2024,128,0.001197825158,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Crangon_crangon,6/13/2024,64,0.0005989125788,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Crangonid_larvae,6/13/2024,64,0.0005989125788,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Hippolytid_larvae,6/13/2024,192,0.001796737736,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Homarus_americanus,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Philocheras_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Unidentified_decapod_larvae,6/13/2024,14720,0.1377498931,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Unidentified_fish_larvae,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Paralicntnys_dentatus,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Eutima_gracilis,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Obelia_sp,6/13/2024,896,0.008384776103,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Sarsia_tubulosa,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Rathkea_sp,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Barnacle_larvae,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Bivalve_larvae,6/13/2024,2048,0.01916520252,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Eggs,6/13/2024,64,0.0005989125788,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Fish_eggs,6/13/2024,64,0.0005989125788,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Gastropod_larvae,6/13/2024,2368,0.02215976541,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Bivalve_veliger,6/13/2024,0,0,Ram,200,30.65,12.09,2,106860.337,0.00001871601809,
Gammarus_sp,6/20/2024,0,0,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
Hyperia_galba,6/20/2024,0,0,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
Semibalanus_sp,6/20/2024,0,0,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
Acartia_sp,6/20/2024,7072,0.09122086044,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
Calanus_sp,6/20/2024,320,0.004127640744,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
Caligus_sp,6/20/2024,16,0.0002063820372,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
Centropages_hamatus,6/20/2024,6416,0.08275919692,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
Centropages_sp,6/20/2024,4160,0.05365932967,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
Centropages_typicus,6/20/2024,5872,0.07574220765,Ram,200,30.86,10.72,2.5,77526.12687,0.00003224719331,
